advertised_date,number_of_bedrooms,rent,floor_area,level,suburb,furnished,tenancy_preference,number_of_bathrooms,point_of_contact,secondary_address,building_number,street_name,street_suffix,prefix,first_name,last_name,gender,phone_number,email
2022-04-29,2,587.0,900,2 out of 3,Adelaide,Semi-Furnished,Bachelors/Family,1,Contact Owner,Flat 10 ,0,Michael Alleyway,Glen,Mr.,Darren,Booth,m,0416-621-597,tanyamcguire@example.org
2022-05-18,3,576.0,1250,2 out of 4,Adelaide,Unfurnished,Bachelors,2,Contact Agent,7/,507,William Gates,Approach,Mrs.,Donna,Charles,f,+61.7.9016.0251,kellydustin@example.com
2022-04-29,2,578.0,90,3 out of 4,Adelaide,Unfurnished,Bachelors/Family,2,Contact Owner,2/,824,Shaun Outlook,Top,Dr.,Megan,Schmidt,f,0453 422 199,grayemily@example.com
2022-05-10,2,568.0,55,3 out of 4,Adelaide,Unfurnished,Bachelors/Family,1,Contact Owner,8/,62,Charles End,Courtyard,,Sandra,Mcdonald,u,+61.461.761.842,fhayes@example.org
2022-04-29,2,568.0,50,1 out of 2,Adelaide,Unfurnished,Bachelors/Family,1,Contact Owner,84/,4,Andrew Break,Crossway,Mr.,Fernando,Sanchez,m,02.3709.7148,rhill@example.com
2022-05-24,4,683.0,400,Ground out of 4,Adelaide,Unfurnished,Bachelors/Family,4,Contact Agent,0/,22,Kelly Ramp,Chase,Mr.,James,Walker,m,3114 8267,jordanbrandon@example.net
2022-06-15,2,585.0,756,2 out of 4,Adelaide,Semi-Furnished,Bachelors,2,Contact Agent,0/,0,Horne Villas,Road,Ms.,Renee,Henderson,f,0488.123.231,zthompson@example.org
2022-05-05,2,563.0,500,2 out of 3,Adelaide,Unfurnished,Bachelors/Family,1,Contact Owner,6/,8,Dean Corner,Promenade,,James,Hall,u,(02)82954492,smithmelissa@example.net
2022-06-02,2,606.0,900,Ground out of 3,Adelaide,Furnished,Bachelors/Family,2,Contact Owner,1/,822,Pacheco Street,Quad,Mr.,Thomas,Fields,m,+61 2 2250 3514,kevinschneider@example.net
2022-06-12,1,573.0,100,3 out of 3,Adelaide,Furnished,Bachelors/Family,1,Contact Agent,89/,101,Bridges Basin,Arcade,Mr.,Keith,Reid,m,0481-290-107,paulwatson@example.org
2022-05-30,2,581.0,950,2 out of 3,Adelaide,Semi-Furnished,Bachelors/Family,2,Contact Owner,9/,84,Mcpherson Entrance,Strand,Mr.,Jivin,Vig,m,6701-2902,john63@example.org
2022-06-17,1,562.0,200,1 out of 4,Adelaide,Furnished,Bachelors,1,Contact Owner,Suite 467 ,54,Anna Courtyard,Strip,Dr.,Carlos,Villa,m,+61-2-8967-1873,millercheyenne@example.net
2022-05-10,2,565.0,750,1 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,1,Contact Owner,Flat 45 ,6,Woods Footway,Close,Dr.,Margaret,Richmond,f,+61 3 8616 9725,orozcobradley@example.com
2022-05-18,3,587.0,1400,3 out of 4,Adelaide,Unfurnished,Family,3,Contact Agent,Apt. 553 ,61,Ryan State Highway,River,Dr.,Kimberly,Woods,f,+61-481-163-398,christinerowe@example.net
2022-06-12,2,583.0,100,1 out of 2,Adelaide,Semi-Furnished,Bachelors/Family,2,Contact Agent,Level 7 ,3,Anita Cross,Riverway,Dr.,William,Baker,m,20449791,gmason@example.org
2022-06-12,1,582.0,100,Ground out of 1,Adelaide,Semi-Furnished,Bachelors/Family,1,Contact Agent,Suite 790 ,2,Hart Close,Court,Mrs.,Kathleen,Cox,f,03.6783.3205,wshaw@example.org
2022-05-27,2,594.0,1000,2 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,2,Contact Agent,0/,884,Weaver Ramble,Interchange,Dr.,Debra,Grant,f,03-4396-3368,shirleychan@example.org
2022-06-23,1,574.0,70,2 out of 3,Adelaide,Unfurnished,Bachelors/Family,1,Contact Owner,72/,429,Maddox Roadway,Corner,Mrs.,Hannah,Miller,f,02-8535-5120,jennifer31@example.org
2022-05-23,1,578.0,450,Ground,Adelaide,Furnished,Bachelors/Family,1,Contact Owner,Level 4 ,77,Jacqueline Slope,Promenade,Mrs.,Pamela,Huang,f,07 9016 1546,xbarrett@example.net
2022-04-29,1,568.0,42,Ground out of 3,Adelaide,Semi-Furnished,Bachelors/Family,1,Contact Owner,92/,89,Frederick Spur,Pathway,Mrs.,Heer,Sachdeva,f,+61.7.9723.7516,johnyoung@example.com
2022-04-28,2,581.0,900,3 out of 3,Adelaide,Semi-Furnished,Bachelors,2,Contact Owner,Unit 59 ,35,Anthony Lower,Spur,Mrs.,Melinda,Gardner,f,03-7060-7783,delacruzkelsey@example.org
2022-05-31,4,591.0,1500,2 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,2,Contact Agent,Suite 028 ,492,Lisa Extension,Green,Dr.,Matthew,Conrad,m,0439 370 344,troyjames@example.com
2022-05-31,1,564.0,70,1 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,1,Contact Owner,Flat 81 ,2,Gary Brow,Heights,,Margaret,Shepherd-Jackson,u,07-4796-2045,evantownsend@example.com
2022-06-08,2,594.0,450,Ground out of 1,Adelaide,Furnished,Bachelors/Family,1,Contact Owner,997/,2,Natalie Basin,Walk,,Mx.,Michael,u,02-8748-5123,melanie06@example.com
2022-05-11,1,565.0,500,1 out of 5,Adelaide,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 68 ,4,Rhonda Vista,Run,Mr.,Vardaniya,Kale,m,03 4283 3440,garciaadam@example.com
2022-06-05,3,598.0,150,2 out of 4,Adelaide,Semi-Furnished,Bachelors,2,Contact Agent,321/,48,Sara Ronde,Walk,Mr.,Michael,Mayer,m,(02)17578548,abigaillopez@example.com
2022-06-17,1,567.0,450,1 out of 3,Adelaide,Unfurnished,Bachelors/Family,1,Contact Owner,716/,18,Barry Mall,Reach,,Chad,Lowe,u,(03).0106.2658,clarencesmith@example.com
2022-05-23,2,568.0,540,1 out of 4,Adelaide,Unfurnished,Bachelors/Family,1,Contact Owner,70/,65,Bennett Arcade,End,Dr.,Stephanie,Cruz,f,67159919,jonesbrandon@example.com
2022-05-18,1,568.0,450,2 out of 4,Adelaide,Unfurnished,Bachelors/Family,1,Contact Agent,Unit 86 ,3,Todd Court,Glen,,Miraya,Ghose,u,(03)22872148,wanda20@example.com
2022-05-10,1,574.0,700,4 out of 5,Adelaide,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 65 ,75,William Firetrail,Concourse,Mrs.,Donna,Vargas,f,+61 417 669 349,pturner@example.org
2022-06-16,3,626.0,1450,Ground out of 4,Adelaide,Furnished,Bachelors,2,Contact Agent,Unit 78 ,68,Cook Tollway,Amble,,Sean,Moyer,u,+61-2-3741-9914,pherring@example.com
2022-06-17,2,581.0,1000,2 out of 4,Adelaide,Semi-Furnished,Bachelors,2,Contact Agent,224/,45,Joshua Follow,Point,Ms.,Nehmat,Dube,f,0452.656.415,lunajason@example.com
2022-06-24,2,576.0,550,1 out of 4,Adelaide,Semi-Furnished,Bachelors,2,Contact Agent,Flat 14 ,769,Tracey Riviera,Gully,Mr.,Edward,Cobb,m,+61.3.2125.0473,tjohnson@example.com
2022-05-31,2,585.0,900,2 out of 3,Adelaide,Furnished,Bachelors/Family,2,Contact Owner,2/,194,Alicia Crescent,Part,Dr.,Joshua,Brooks,m,(03).9417.7835,lisataylor@example.net
2022-06-24,1,567.0,600,1 out of 4,Adelaide,Semi-Furnished,Bachelors,1,Contact Agent,38/,2,Cohen Deviation,Access,Mr.,Jeremy,Hernandez,m,6689 7693,rschultz@example.com
2022-06-24,1,569.0,450,3 out of 4,Adelaide,Semi-Furnished,Bachelors,1,Contact Owner,Apt. 610 ,23,Smith Access,Crossing,,Laura,White,u,0715968409,alan34@example.org
2022-06-21,2,570.0,550,2 out of 4,Adelaide,Unfurnished,Bachelors/Family,1,Contact Agent,Level 9 ,05,Mitchell Triangle,Access,Mr.,Jonathan,Johnson,m,(07)-5590-1818,lrodgers@example.net
2022-06-23,3,576.0,1000,1 out of 4,Adelaide,Unfurnished,Bachelors/Family,2,Contact Agent,5/,709,Haley Highroad,Vale,,Ind.,Jessica,u,02-0158-6707,davidking@example.com
2022-05-18,3,585.0,1250,2 out of 4,Adelaide,Unfurnished,Bachelors,2,Contact Agent,Level 0 ,474,Smith Villas,Line,Dr.,Douglas,Jones,m,+61-2-0815-5266,kristinaunderwood@example.com
2022-05-18,4,594.0,1950,2 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,4,Contact Agent,06/,51,Michael Sound,End,Ms.,Laura,Garcia,f,+61.3.0679.1259,lindseyjohnson@example.com
2022-06-25,3,696.0,1750,4 out of 4,Adelaide,Semi-Furnished,Bachelors,4,Contact Agent,Level 1 ,287,Michelle Line,Strip,Mr.,Michael,Anthony,m,(07)-2217-4733,leeshane@example.org
2022-06-04,1,560.0,25,3 out of 4,Adelaide,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 66 ,2,Peterson Cul-de-sac,Underpass,Mr.,Alicia,Fox-Ham,m,+61.2.5959.4425,kennethjones@example.com
2022-06-12,2,571.0,700,3 out of 4,Adelaide,Unfurnished,Bachelors,1,Contact Agent,682/,414,Vega Alleyway,Avenue,Mr.,Gregory,Clark,m,+61290545010,lisa26@example.org
2022-05-25,2,606.0,1000,3 out of 3,Adelaide,Furnished,Bachelors/Family,2,Contact Owner,Suite 437 ,088,Nancy Park,Artery,Dr.,Anthony,Baker,m,0430 231 345,curtis72@example.org
2022-05-27,2,565.0,200,2 out of 3,Adelaide,Unfurnished,Bachelors/Family,1,Contact Owner,Level 9 ,77,Shaw Round,Part,Mrs.,Alicia,Marks,f,0436-445-396,xmay@example.org
2022-06-04,3,572.0,70,Ground out of 4,Adelaide,Semi-Furnished,Bachelors/Family,2,Contact Owner,11/,695,Angelica Edge,Ridge,Mr.,Vihaan,Dey,m,3601-2832,robin14@example.net
2022-06-25,1,569.0,450,1 out of 4,Adelaide,Semi-Furnished,Bachelors,1,Contact Agent,Suite 258 ,81,Mendez Block,Underpass,Mrs.,Paula,Garrett,f,(02)55687126,carrillochristopher@example.org
2022-05-31,4,747.0,2550,3 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,4,Contact Agent,Flat 41 ,46,Harrison Ridgeway,Row,,Patrick,Johnson,u,2071.3216,rodgersvalerie@example.com
2022-05-18,2,572.0,650,2 out of 4,Adelaide,Unfurnished,Bachelors/Family,2,Contact Agent,Level 4 ,4,Jimenez Strip,Cutting,,Vanessa,Romero,u,4790-4042,ashleymitchell@example.com
2022-05-18,2,578.0,650,2 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,2,Contact Agent,Unit 72 ,5,Ian Anchorage,Mew,Mrs.,Jessica,Williams,f,(03)24519720,jeffrey48@example.com
2022-05-18,3,574.0,1250,1 out of 4,Adelaide,Unfurnished,Bachelors/Family,3,Contact Agent,Level 1 ,8,Kelly Parklands,Point,Dr.,Elijah,Walker,m,(07)-3528-5935,kbaker@example.com
2022-05-18,3,586.0,1250,2 out of 4,Adelaide,Unfurnished,Bachelors,2,Contact Agent,Level 6 ,687,Butler Drive,Arcade,Ms.,Emma,Good,f,+61.467.699.861,foneill@example.com
2022-06-15,3,594.0,1000,3 out of 4,Adelaide,Unfurnished,Bachelors/Family,2,Contact Owner,Unit 21 ,30,Vickie Crescent,Piazza,Dr.,Dwayne,Ibarra,m,(07)63138185,lauriebrown@example.com
2022-05-31,1,568.0,500,2 out of 3,Adelaide,Semi-Furnished,Bachelors/Family,1,Contact Owner,Flat 75 ,23,Garcia Pocket,Piazza,,Luis,Wilson,u,(07) 3825 7412,nathanielmiller@example.org
2022-06-16,1,568.0,500,3 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,1,Contact Agent,944/,929,Sweeney Bypass,Plateau,,Patrick,Harmon,u,08 3330 8442,jeffery29@example.net
2022-06-14,4,914.0,3800,1 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,5,Contact Agent,Apt. 311 ,1,James Corner,Circuit,,Theresa,Carter,u,03.3116.0664,nicholasbell@example.net
2022-05-26,3,658.0,2000,3 out of 4,Adelaide,Unfurnished,Bachelors/Family,3,Contact Agent,Unit 27 ,81,Nash Loop,Tollway,,Rebecca,French,u,08-9264-8934,william70@example.org
2022-04-29,1,562.0,30,2 out of 3,Adelaide,Furnished,Bachelors/Family,1,Contact Owner,Unit 65 ,6,Bradley Basin,Esplanade,Dr.,Ernest,Bennett,m,46399133,rcox@example.net
2022-06-06,1,563.0,50,3 out of 4,Adelaide,Semi-Furnished,Bachelors,1,Contact Owner,Unit 47 ,21,Michael Mall,Brace,,Stephen,King,u,+61-405-961-574,nhenderson@example.net
2022-05-27,3,594.0,1205,2 out of 4,Adelaide,Furnished,Bachelors/Family,2,Contact Owner,963/,3,Bradley Route,Key,Mrs.,Tiffany,Jones,f,4815.2373,ellisonlaura@example.org
2022-06-12,3,609.0,1450,2 out of 4,Adelaide,Semi-Furnished,Bachelors,2,Contact Agent,278/,4,Freeman Road,Rise,,Robert,Smith,u,+61.416.964.504,lauramathews@example.com
2022-04-28,1,562.0,200,2 out of 4,Adelaide,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 66 ,0,Meadows Crescent,Mall,Dr.,Donna,Patterson,f,02 0253 1997,fmiller@example.net
2022-06-08,2,564.0,350,2 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,2,Contact Owner,40/,574,Megan Lees,Ring,,Scott,Huff,u,(02) 7375 6829,schmidtstephanie@example.net
2022-06-20,2,568.0,700,Ground out of 1,Adelaide,Unfurnished,Bachelors,1,Contact Owner,Flat 83 ,46,Sampson Roads,Viaduct,Mrs.,Erin,Rice,f,+61248696063,crobinson@example.net
2022-06-08,1,577.0,400,3 out of 4,Adelaide,Furnished,Bachelors/Family,1,Contact Agent,26/,635,Jennifer Ronde,Ride,Mrs.,Jessica,Rogers,f,5537-6975,ywright@example.com
2022-05-10,1,578.0,700,1 out of 5,Adelaide,Semi-Furnished,Bachelors/Family,1,Contact Owner,651/,68,Palmer Block,Spur,,Carla,Hall,u,0810954280,ecollins@example.org
2022-06-21,1,577.0,450,1 out of 4,Adelaide,Furnished,Bachelors/Family,1,Contact Agent,Unit 10 ,81,Jacob Close,Path,,Nutcha,Bunlupong,u,0396484300,ualexander@example.org
2022-06-01,3,590.0,1200,10 out of 10,Adelaide,Semi-Furnished,Family,2,Contact Owner,Suite 665 ,60,Hale Path,Brow,Dr.,Jonathan,James,m,0374705508,shellygreene@example.com
2022-04-29,2,585.0,900,3 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,2,Contact Owner,Unit 82 ,47,Alan Quadrant,Alley,Mr.,Timothy,Stevenson,m,0484.767.490,michele80@example.net
2022-06-14,2,587.0,84,1 out of 4,Adelaide,Furnished,Bachelors,2,Contact Agent,Apt. 566 ,18,Jason Cutting,Beach,Mr.,Raunak,Dave,m,+61 480 641 705,duartegary@example.net
2022-06-21,1,568.0,200,1 out of 2,Adelaide,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 37 ,96,Rhodes Gate,Close,Dr.,Kristen,Schneider,f,+61 462 711 505,hhuffman@example.net
2022-05-22,2,600.0,1300,2 out of 3,Adelaide,Unfurnished,Bachelors,2,Contact Agent,Unit 74 ,51,Martinez Frontage,Range,Mrs.,Jennifer,Ryan,f,0711569073,megannewman@example.net
2022-06-20,1,564.0,200,1 out of 4,Adelaide,Unfurnished,Bachelors,1,Contact Agent,Unit 46 ,49,Angela Boulevard,Thoroughfare,Mrs.,Vanessa,Smith,f,02 3664 6175,martinezandrew@example.net
2022-05-04,2,562.0,550,3 out of 4,Adelaide,Unfurnished,Bachelors/Family,1,Contact Owner,61/,414,Hardin Rue,Pathway,Dr.,Erica,Walker,f,34561461,thomas09@example.org
2022-05-30,2,571.0,950,2 out of 2,Adelaide,Semi-Furnished,Bachelors,1,Contact Owner,5/,808,Roger Quay,Hill,Mr.,Michael,Chung,m,9296-0487,nhernandez@example.com
2022-05-22,2,594.0,750,2 out of 4,Adelaide,Furnished,Bachelors/Family,2,Contact Agent,4/,21,James Bridge,Parkway,Mr.,Ronald,Garcia,m,(02)-3329-2893,harrisonnathan@example.org
2022-05-18,2,587.0,950,Ground out of 4,Adelaide,Semi-Furnished,Bachelors/Family,2,Contact Owner,Suite 276 ,491,Nancy Ridgeway,Strand,,Roger,Zuniga,u,0343072432,rachelcollins@example.com
2022-05-27,3,613.0,2000,3 out of 4,Adelaide,Unfurnished,Bachelors/Family,3,Contact Owner,Unit 19 ,36,Ross Corner,Reserve,,Thomas,Henderson,u,0452-165-274,edaniel@example.org
2022-05-10,2,566.0,60,2 out of 5,Adelaide,Semi-Furnished,Bachelors/Family,1,Contact Owner,Apt. 726 ,77,Craig Plateau,Deviation,,Joshua,Brown,u,+61-445-681-563,carmenlopez@example.net
2022-05-22,3,683.0,1400,1 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,3,Contact Agent,3/,05,Davis Triangle,Run,Mr.,Mark,Morris,m,0338988055,estespatricia@example.com
2022-06-04,3,622.0,200,2 out of 3,Adelaide,Unfurnished,Bachelors/Family,2,Contact Owner,Level 4 ,3,Mata River,Freeway,Mrs.,Judy,Roberts,f,0489-984-331,samantha79@example.com
2022-05-12,1,571.0,450,2 out of 3,Adelaide,Furnished,Bachelors/Family,1,Contact Agent,Apt. 689 ,6,Walter Point,Cruiseway,Ms.,Donna,Robinson,f,0854 9697,lanelori@example.net
2022-05-10,2,573.0,600,3 out of 4,Adelaide,Unfurnished,Bachelors/Family,2,Contact Owner,Suite 647 ,408,Alexandra State Highway,Causeway,Dr.,Carlos,Johnson,m,0408-632-099,dholder@example.net
2022-06-16,1,562.0,300,1 out of 3,Adelaide,Furnished,Bachelors,1,Contact Owner,Apt. 083 ,2,Courtney Reserve,Close,Mr.,Rania,Arya,m,(02) 9554 8973,christian37@example.org
2022-05-24,2,606.0,95,3 out of 3,Adelaide,Semi-Furnished,Bachelors/Family,2,Contact Agent,Unit 13 ,711,Isaiah Gate,Gardens,Mr.,Brian,Stewart,m,(08)-8952-1157,jose24@example.com
2022-06-23,1,577.0,550,3 out of 3,Adelaide,Furnished,Bachelors/Family,1,Contact Owner,Unit 08 ,14,Greer Brow,Intersection,,Andrea,Russell,u,0760771577,kcannon@example.org
2022-06-08,3,574.0,900,1 out of 3,Adelaide,Furnished,Bachelors/Family,3,Contact Owner,Flat 65 ,467,Sarah Motorway,Crest,Dr.,Eric,White,m,0400-047-552,stacey02@example.net
2022-06-16,1,563.0,25,4 out of 6,Adelaide,Semi-Furnished,Bachelors/Family,1,Contact Owner,Unit 05 ,4,Wallace Quadrant,Grange,,Nicole,Cannon,u,0401 919 959,rachel86@example.org
2022-06-15,3,664.0,325,1 out of 3,Adelaide,Unfurnished,Bachelors,3,Contact Agent,Apt. 706 ,147,William Access,Foreshore,Ms.,Jessica,Spencer,f,(07)79183205,roberto35@example.org
2022-05-31,2,578.0,80,2 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 97 ,78,Daniel Access,Wade,,Kelly,Barr,u,87171412,ckelly@example.com
2022-05-31,2,565.0,77,3 out of 4,Adelaide,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 09 ,2,Hall Glade,Tor,Dr.,Beverly,Jacobs,f,0445.094.335,jenniferdavis@example.net
2022-05-04,2,568.0,60,3 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,1,Contact Owner,Level 1 ,7,Miller Lees,Motorway,Mr.,John,Kelly,m,+61.2.5925.3330,cbailey@example.net
2022-05-21,1,567.0,100,1 out of 1,Adelaide,Furnished,Bachelors/Family,1,Contact Owner,9/,7,Fernandez Footway,Anchorage,Miss,Kimberly,Montes,f,02.0528.5941,beanaustin@example.org
2022-05-27,3,586.0,1300,3 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,2,Contact Owner,9/,286,Katherine Cove,Crossing,Dr.,Alec,Shepard,m,0489-943-380,christopherfisher@example.com
2022-06-06,2,569.0,500,2 out of 3,Adelaide,Semi-Furnished,Bachelors/Family,2,Contact Agent,41/,167,Reid Meander,Block,,Kylie,Costello,u,+61830224138,sherrydavis@example.com
2022-06-13,2,595.0,1200,3 out of 4,Adelaide,Semi-Furnished,Bachelors/Family,2,Contact Owner,8/,297,Jesse Cove,Intersection,Dr.,Laura,Gonzalez,f,03 2606 5372,john65@example.com
2022-05-15,1,567.0,250,Ground out of 3,Adelaide,Semi-Furnished,Bachelors/Family,1,Contact Owner,5/,16,Sara Colonnade,Piazza,Mrs.,Michelle,Skinner,f,+61-8-6604-2600,heatherstanley@example.org
2022-06-04,2,567.0,700,4 out of 5,Adelaide,Semi-Furnished,Bachelors/Family,1,Contact Owner,2/,867,Baker Quays,Loop,Dr.,Patricia,Evans,f,0475 092 489,grichards@example.com
2022-05-21,2,564.0,1000,Ground out of 1,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Unit 32 ,2,Lee Spur,Tarn,Dr.,Carol,Roth,f,(07).9929.2161,gwilliams@example.org
2022-05-20,3,670.0,2400,1 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,3,Contact Agent,7/,98,Michael Plaza,Trail,,Jennifer,Molina,u,+61275795338,kaylafields@example.net
2022-06-25,1,574.0,650,Ground out of 2,Melbourne,Semi-Furnished,Bachelors/Family,1,Contact Owner,Flat 56 ,09,Roberts Walkway,Pathway,Mrs.,Jennifer,Green,f,(08) 0071 8397,ashley30@example.net
2022-05-18,2,574.0,1000,17 out of 31,Melbourne,Semi-Furnished,Bachelors,2,Contact Owner,Flat 28 ,886,Morrison Slope,Follow,Mr.,Ryan,Johnson,m,(02) 5521 6335,stewartheidi@example.net
2022-06-14,2,565.0,700,1 out of 3,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,406/,363,Carroll Anchorage,Circle,Mrs.,Dawn,Logan,f,(07) 3785 2201,anthonysellers@example.net
2022-06-14,3,592.0,1200,1 out of 3,Melbourne,Semi-Furnished,Bachelors,3,Contact Agent,Apt. 132 ,928,Martin River,Corner,Dr.,Shaun,Anderson,m,61775102,steven73@example.net
2022-06-19,3,581.0,1710,15 out of 29,Melbourne,Semi-Furnished,Bachelors/Family,3,Contact Owner,7/,04,Cooper Firetrail,Street,,Michael,Martinez,u,0428.582.520,stephaniechristensen@example.com
2022-05-12,2,571.0,600,1 out of 3,Melbourne,Furnished,Bachelors/Family,2,Contact Owner,44/,5,Judy Front,Alleyway,,Jon,Gomez,u,+61.422.936.404,rbenjamin@example.net
2022-05-26,2,592.0,1300,Ground out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,01/,0,Roberta Vale,Glen,Mrs.,Sandra,Newton,f,08-2145-0269,gpetersen@example.org
2022-05-12,2,568.0,950,1 out of 2,Melbourne,Unfurnished,Family,2,Contact Owner,Apt. 384 ,80,Rodgers Grange,Laneway,Mr.,Christopher,White,m,+61-3-8649-1416,alexisramsey@example.com
2022-05-12,2,573.0,1300,1 out of 2,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,Flat 53 ,42,Foster Roadway,Broadway,Mr.,Paul,Carter,m,+61 484 547 062,gonzalezdaniel@example.net
2022-05-12,2,563.0,600,1 out of 3,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 04 ,515,Lisa Promenade,Frontage,,Paul,Lopez,u,+61237963633,cunninghambrandon@example.net
2022-05-16,3,606.0,1428,Ground out of 2,Melbourne,Unfurnished,Bachelors,2,Contact Owner,Level 1 ,6,Timothy Way,Laneway,Dr.,Kenneth,Sullivan,m,0762694091,danielbell@example.com
2022-06-20,2,585.0,920,2 out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 457 ,27,Lopez Square,Dale,Dr.,Jamie,Smith,f,9033-1853,dsmith@example.org
2022-06-11,2,568.0,810,Ground out of 1,Melbourne,Unfurnished,Bachelors,1,Contact Owner,Level 0 ,69,Mark Thoroughfare,Plateau,Mrs.,Kendra,Byrd,f,(02)-1527-9275,hsherman@example.com
2022-06-02,2,574.0,1200,Ground out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Unit 20 ,2,Jacob Front,Way,,Sharon,Henderson,u,+61-2-7300-4839,lisagordon@example.org
2022-05-12,1,569.0,550,3 out of 4,Melbourne,Semi-Furnished,Bachelors/Family,1,Contact Owner,Unit 67 ,58,Brown View,Walkway,,Aradhya,Chhabra,u,+61 450 636 563,lorihorton@example.org
2022-05-12,2,581.0,600,1 out of 2,Melbourne,Unfurnished,Family,1,Contact Owner,Flat 46 ,01,Hays Cutting,Chase,Mrs.,Terri,Wolf,f,+61 8 7648 9028,cohenfelicia@example.net
2022-05-12,2,574.0,850,Ground out of 2,Melbourne,Furnished,Bachelors/Family,1,Contact Owner,Suite 168 ,6,Ashley Top,Run,Dr.,Gregory,Harris,m,5377 7379,ihampton@example.com
2022-04-30,2,563.0,900,1 out of 1,Melbourne,Unfurnished,Bachelors,2,Contact Owner,Unit 13 ,330,Amanda Firetrail,Wynd,Mr.,Christopher,Reed,m,+61-8-4063-1609,julie64@example.net
2022-05-12,2,581.0,1000,Ground out of 1,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 446 ,9,Sherri Subway,Junction,Mr.,Jonathan,Mcknight,m,07 0509 4847,sherryellis@example.org
2022-05-12,1,564.0,500,2 out of 3,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Level 1 ,02,Robert Common,Green,,Jack,Diaz,u,4078 7811,traceytran@example.net
2022-05-12,2,571.0,800,1 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,1,Contact Owner,Level 0 ,6,Shaw Gates,Brow,Dr.,Joel,Horn,m,0484.586.897,jennifersmith@example.net
2022-05-12,2,590.0,1550,2 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,3,Contact Owner,49/,54,Lindsey Terrace,Estate,Mr.,Darren,Chaney,m,+61 8 7464 1944,amy31@example.com
2022-05-12,2,574.0,1500,Ground out of 1,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,9/,374,Luis State Highway,Concourse,Mr.,Kevin,Conley,m,1186.0385,derek29@example.net
2022-05-15,3,581.0,1700,Ground out of 1,Melbourne,Furnished,Bachelors/Family,6,Contact Owner,Apt. 014 ,69,Thomas Cul-de-sac,Frontage,,Laura,Mccarthy,u,+61.8.8204.4266,kgreene@example.com
2022-05-12,1,564.0,400,1 out of 3,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Suite 921 ,416,Jenna Roadway,Lower,Dr.,Lauren,Hernandez,f,03 5516 4306,brianromero@example.org
2022-05-12,2,564.0,450,1 out of 2,Melbourne,Semi-Furnished,Bachelors/Family,1,Contact Owner,Level 7 ,983,Rich Ridgeway,Highway,Dr.,Tara,Kara,f,02-7757-5753,ann74@example.net
2022-05-12,1,564.0,500,1 out of 3,Melbourne,Furnished,Bachelors/Family,1,Contact Owner,0/,501,Martinez Laneway,Bend,Mr.,Gerald,Wright,m,5300 3407,kelly75@example.net
2022-05-12,2,567.0,770,1 out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Suite 313 ,6,Chan Lane,Round,Mr.,Evan,Stuart,m,+61-461-703-248,jessica23@example.net
2022-05-25,1,561.0,150,Ground out of 2,Melbourne,Semi-Furnished,Bachelors/Family,1,Contact Owner,Suite 168 ,75,Selena Ground,Turn,,Carl,Arnold,u,9935 4929,combschristopher@example.org
2022-05-21,2,571.0,850,Ground out of 2,Melbourne,Unfurnished,Family,2,Contact Owner,Apt. 106 ,440,Victor Quay,Vale,Mrs.,Kerri,Wilson,f,+61265965807,bparker@example.com
